,Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other
334,Mentha x villosa alopecuroides,"Apple Mint, Bowles' Mint",Perennial,0.6,4-8,,LMH,SN,M,4,2,3.0
335,Mentzelia multiflora,"Manyflowered Mentzelia, Adonis blazingstar",Perennial,0.0,0-0,,LMH,N,DM,2,1,
336,Mertensia ciliata,"Mountain Bell, Tall fringed bluebells",Perennial,0.8,4-8,,LMH,SN,MWe,1,1,
337,Mespilus germanica,Medlar,Tree,6.0,5-8,M,LMH,SN,M,4,1,1.0
338,Metaplexis japonica,Rough potato,Climber,8.0,0-0,,LMH,SN,M,2,2,1.0
339,Metrosideros umbellata,Southern Rata,Tree,15.0,8-11,,LMH,N,M,0,0,3.0
340,Metroxylon sagu,Sago Palm,Tree,25.0,11-12,M,LMH,N,MWe,4,0,3.0
341,Michelia figo,"Banana Shrub, Michelia",Shrub,5.0,8-10,M,LMH,SN,M,1,0,
342,Microlaena stipoides,Weeping rice grass,Perennial,0.6,8-10,F,LMH,SN,M,3,0,3.0
343,Micromeria chamissonis,Yerba Buena,Perennial,0.1,6-9,,LM,SN,DM,2,2,2.0
344,Microseris procera,Yam Daisy,Perennial,0.3,-,,LMH,N,M,2,0,
345,Microseris scapigera,Yam Daisy,Perennial,0.3,-,,LMH,N,M,4,0,
346,Microtis unifolia,Onion-Leaf Orchis,Perennial,0.5,8-11,,LMH,SN,M,1,0,
347,Mimosa pudica,"Morivivir, Sensitive Plant",Annual/Perennial,0.5,10-12,F,LMH,SN,M,2,2,3.0
348,Mimosa scabrella,"abaracaatinga, bracaatinga, bracatinga",Tree,10.0,10-12,F,LMH,N,MWe,0,0,4.0
349,Mimulus geyeri,Monkey Flower,Perennial,0.6,-,,LMH,SN,WeWa,2,0,1.0
350,Mimulus luteus,"Monkey Musk, Yellow monkey-flower",Perennial,0.3,6-9,,LMH,SN,MWe,2,0,
351,Mimulus moschatus,"Musk Monkey Flower, Muskflower",Perennial,0.3,6-9,,LMH,SN,MWe,1,0,
352,Mirabilis expansa,Mauka,Perennial,1.0,-,,LMH,N,M,3,0,
353,Mirabilis jalapa,"Marvel Of Peru, Miracle Flower of Peru, Four O'Clock",Perennial,0.6,7-10,F,LMH,SN,M,2,2,1.0
354,Miscanthus sacchariflorus,Amur Silver Grass,Perennial,3.0,7-10,F,LMH,SN,M,0,0,3.0
355,Mitella diphylla,"Mitrewort, Twoleaf miterwort",Perennial,0.4,3-7,,LMH,SN,M,0,1,2.0
356,Monarda menthifolia,"Mint-Leaved Bergamot, Mintleaf bergamot",Perennial,0.8,3-7,,LMH,SN,M,1,2,
357,Monardella lanceolata,Mustang Mountain Balm,Annual,0.5,-,,LM,N,M,1,1,
358,Monardella odoratissima,"Mountain Pennyroyal, Mountain monardella",Perennial,0.6,7-10,,LM,N,M,1,1,
359,Monardella odoratissima parvifolia,,Perennial,0.6,7-10,,LM,N,DM,0,1,
360,Mondia whitei,"Mondia, White's Ginger",Climber,8.0,10-12,F,LMH,SN,M,3,4,2.0
361,Moneses uniflora,Single Delight,Perennial,0.1,-,,LM,FSN,M,1,2,
362,Monizia edulis,Carrot Tree,Perennial,1.2,8-11,,LMH,N,M,2,0,
363,Monstera deliciosa,"Ceriman, Windowleaf",Climber,20.0,10-12,F,LMH,FSN,MWe,4,0,2.0
364,Moraea fugax,,Corm,0.5,8-11,,L,N,DM,3,0,
365,Morinda citrifolia,"Noni, Indian Mulberry",Tree,6.0,10-12,M,LMH,SN,M,3,4,4.0
366,Moringa peregrina,Moringa,Tree,8.0,10-12,M,LMH,N,DM,2,2,3.0
367,Morus australis,"Korean Mulberry, Aino Mulberry",Tree,7.5,6-9,F,LMH,SN,M,2,2,1.0
368,Morus macroura,Himalayan Mulberry,Tree,10.0,7-10,,LMH,SN,M,2,1,2.0
369,Morus mongolica,Mongolian Mulberry,Tree,7.5,4-8,,LMH,SN,M,2,1,2.0
370,Morus species,Mulberry,Tree,10.0,0-0,M,LMH,SN,M,4,0,4.0
371,Mosla dianthera,,Annual,0.3,0-0,,LMH,SN,M,1,1,0.0
372,Muehlenbeckia adpressa,,Climber,2.5,8-11,,LMH,SN,M,2,0,
373,Muehlenbeckia axillaris,Sprawling wirevine,Climber,0.3,7-10,M,LMH,SN,M,3,0,2.0
374,Muehlenbeckia complexa,Maidenhair Vine,Climber,5.0,7-10,,LMH,SN,M,3,0,3.0
375,Muntingia calabura,"Calabura, Panama berry, Capulin",Tree,9.0,10-12,F,LMH,SN,M,3,2,4.0
376,Musa balbisiana,"Plantain, Plantain Banana",Perennial,5.0,9-12,F,LMH,SN,M,4,1,2.0
377,Musa basjoo,Japanese Banana,Perennial,3.0,7-10,,LMH,N,M,2,2,2.0
378,Musa textilis,Abaca,Perennial,3.0,10-12,F,LMH,N,M,0,0,5.0
379,Musanga cecropioides,Corkwood,Tree,20.0,10-12,F,LMH,N,M,3,4,4.0
380,Muscari neglectum,"Grape Hyacinth, Starch grape hyacinth",Bulb,0.3,4-7,M,LMH,N,DM,2,0,2.0
381,Musineon divaricatum,"Wild Parsley, Leafy wildparsley, Hooker's wildparsley",Perennial,0.3,0-0,,LMH,SN,M,2,0,
382,Myoporum debile,Winter Apple,Shrub,1.0,8-11,,LMH,N,DM,1,1,
383,Myoporum montanum,Water Bush,Shrub,2.0,8-11,,LMH,N,DM,1,0,3.0
384,Myoporum tetrandrum,Boobialla,Shrub,5.0,8-11,,LMH,N,DM,1,0,3.0
385,Myosotis alpestris,"Alpine Forget-Me-Not, Scorpion Grass, Forget-Me-Not",Perennial,0.2,3-9,M,LMH,SN,MWe,0,2,
386,Myosotis scorpioides,"Water Forget-Me-Not, True forget-me-not",Perennial,0.3,5-9,F,LMH,SN,MWeWa,0,1,0.0
387,Myrica gale,"Bog Myrtle, Sweetgale",Shrub,2.0,2-9,,LMH,SN,MWe,2,2,4.0
388,Myrica nagi,Box Myrtle,Tree,12.0,-,,LMH,SN,M,2,3,3.0
389,Myrica pensylvanica,Northern Bayberry,Shrub,3.0,2-9,,LMH,SN,DM,3,1,3.0
390,Myrica rubra,Chinese Bayberry,Shrub,15.0,9-11,,LMH,SN,M,2,2,3.0
391,Myriophyllum verticillatum,"Myriad Leaf, Whorl-leaf watermilfoil",Perennial,1.0,3-7,,LM,N,Wa,1,0,
392,Myrsine africana,Cape Myrtle,Shrub,0.8,8-11,S,LMH,SN,M,1,3,2.0
393,Myrteola nummularia,"Cranberry-myrtle,",Shrub,0.1,7-10,S,LMH,N,DM,4,0,3.0
394,Myrtus communis,"Myrtle, Foxtail Myrtle",Shrub,4.5,9-11,M,LMH,N,DM,3,3,4.0
395,Nannorrhops ritchiana,Mazari Palm,Tree,5.0,7-10,S,LMH,N,M,1,1,
396,Nemopanthus mucronatus,Mountain Holly,Shrub,3.0,4-8,,LMH,SN,M,1,1,
397,Nothofagus cunninghamii,Myrtle Beech,Tree,55.0,8-11,F,LMH,N,M,0,0,2.0
398,Nothofagus solanderi cliffortioides,Mountain Beech,Tree,30.0,7-10,F,LMH,N,M,0,0,2.0
399,Ochlandra spp.,"Elephant grass, Clumping Bamboo",Bamboo,6.0,10-12,F,LMH,SN,M,0,0,4.0
400,Oenanthe pimpinelloides,"Meadow Parsley, Corkyfruit waterdropwort",Perennial,1.0,7-10,,LMH,N,MWe,1,0,
401,Opopanax chironium,Opopanax,Perennial,1.8,5-9,,LMH,N,DM,0,1,2.0
402,Opuntia erinacea,Mojave Prickly Pear,Perennial,0.5,8-11,,LM,N,D,2,0,2.0
403,Orchis laxiflora,Marsh Orchis,Bulb,0.8,4-8,,LMH,N,MWe,2,2,
404,Orchis militaris,Military Orchis,Bulb,0.6,4-8,,LMH,SN,M,2,2,
405,Oryzopsis asperifolia,"Mountain Rice, Roughleaf ricegrass",Perennial,0.5,0-0,,LMH,N,M,3,0,
406,Oxalis montana,Mountain Wood Sorrel,Perennial,0.1,0-0,,LMH,S,M,2,0,1.0
407,Oxyria digyna,"Mountain Sorrel, Alpine mountainsorrel",Perennial,0.5,2-8,,LMH,SN,M,3,1,0.0
408,Pachira insignis,Malabar Chestnut,Tree,15.0,10-12,F,MH,SN,M,4,0,2.0
409,Paeonia suffruticosa,"Moutan, Moutan peony, Tree Peony, Japanese Tree Peony",Shrub,2.0,5-8,S,LMH,SN,M,1,2,1.0
410,Paliurus ramosissimus,Ma Jia Zi,Shrub,6.0,6-9,,LMH,N,M,0,2,3.0
411,Pandanus conoideus,"Marita, Red fruit, Pandan",Perennial,5.0,10-12,M,LMH,SN,M,4,1,2.0
412,Parinari curatellifolia,"Mbola, Grys Appel",Tree,15.0,10-12,S,MH,N,MWe,4,2,3.0
413,Passiflora incarnata,"Maypops - Passion Flower, Purple passionflower, Apricot Vine, Maypop, Wild Passion Flower, Purple Pa",Climber,6.0,7-11,F,LMH,N,M,3,3,0.0
414,Passiflora tripartita mollissima,Banana Passionfruit,Climber,5.0,10-12,F,MH,SN,M,4,0,0.0
415,Pericome caudata,Mountain tail-leaf,Perennial,1.8,0-0,,LMH,SN,M,0,1,
416,Peucedanum ostruthium,Masterwort,Perennial,1.2,4-8,,LMH,SN,M,2,2,
417,Peucedanum palustre,"Marsh Hog's Fennel, Hogfennel",Biennial,1.5,5-9,,LMH,SN,MWe,1,1,
418,Philadelphus coronarius,"Mock Orange, Sweet mock orange",Shrub,4.0,4-8,F,LMH,SN,M,0,0,1.0
419,Philadelphus lewisii,"Mock Orange, Lewis' mock orange",Shrub,3.6,4-8,,LMH,SN,M,0,1,3.0
420,Philadelphus x virginalis,Mock Orange,Shrub,3.0,5-8,M,LMH,SN,M,0,0,1.0
421,Phlox subulata,Moss phlox,Perennial,0.1,4-9,F,LM,N,DM,0,0,3.0
422,Phyllostachys bambusoides,"Madake, Japanese timber bamboo",Bamboo,8.0,6-9,,LMH,S,M,4,1,3.0
423,Phyllostachys edulis,"Moso-Chiku, Tortoise shell bamboo",Bamboo,8.0,6-10,,LMH,S,M,4,1,4.0
424,Phyllostachys meyeri,Meyer Bamboo,Bamboo,5.0,7-10,F,LMH,SN,M,0,0,3.0
425,Physalis missouriensis,Missouri groundcherry,Annual,1.0,0-0,,LMH,N,M,2,0,
426,Picea engelmannii,"Mountain Spruce, Engelmann spruce",Tree,20.0,3-7,M,LMH,N,MWe,2,2,2.0
427,Picea smithiana,Morinda Spruce,Tree,30.0,6-9,S,LMH,N,M,2,0,2.0
428,Pilosella officinarum,Mouse-Ear Hawkweed,Perennial,0.2,4-8,,LMH,N,DM,0,3,
429,Pimelea microcephala,Mallee Riceflower,Shrub,4.5,8-11,,LM,N,DM,1,0,2.0
430,Pinus ayacahuite,Mexican White Pine,Tree,55.0,6-9,,LM,N,DM,2,2,3.0
431,Pinus cembroides,"Mexican Pine Nut, Pinyon Pine",Tree,8.0,5-8,S,LM,N,DM,4,2,4.0
432,Pinus cembroides orizabensis,Mexican Pine Nut,Tree,15.0,7-10,S,LM,N,DM,4,2,3.0
433,Pinus montezumae,Montezuma Pine,Tree,20.0,8-11,,LM,N,DM,1,2,3.0
434,Pinus patula,Mexican Weeping Pine,Tree,50.0,7-10,,LM,N,DM,1,2,3.0
435,Pinus pinaster,Maritime Pine,Tree,20.0,7-10,F,LM,N,DM,2,2,3.0
436,Pinus radiata,Monterey Pine,Tree,65.0,3-11,F,LM,N,DM,1,2,3.0
437,Pistacia lentiscus,Mastic Tree - Pistachier Lentisque,Shrub,5.0,8-9,S,LMH,N,DM,2,2,2.0
438,Pithecellobium dulce,"Manila Tamarind, Madras Thorn",Tree,15.0,10-12,F,LMH,N,DM,4,2,3.0
439,Plantago australis,Mexican Plantain,Perennial,0.2,-,,LMH,N,M,1,2,
440,Platymiscium trinitatis,"Macacauba, Macawood, Hormigo, Orange Agate",Tree,22.0,10-12,M,LMH,N,M,0,2,4.0
441,Platymiscium ulei,"Macacauba, Macawood, Hormigo, Orange Agate",Tree,25.0,10-12,M,LMH,N,M,0,0,4.0
442,Pleioblastus simonii,"Medake, Simon bamboo",Bamboo,4.5,5-9,F,LMH,SN,M,3,0,4.0
443,Poa fendleriana,Mutton Grass,Perennial,0.5,-,,LMH,N,M,1,0,
444,Podocarpus neriifolius,"Oleander Podocarp, Brown Pine",Tree,25.0,9-12,M,LMH,SN,M,2,2,4.0
445,Pogogyne douglasii parviflora,Mesamint,Annual/Perennial,0.3,-,,LMH,SN,M,2,1,1.0
446,Polygala vulgaris,"Milkwort, Common milkwort",Perennial,0.4,5-9,,LMH,SN,M,1,2,
447,Polyscias fruticosa,"Ming Aralia, Chinese Ariala",Shrub,2.5,10-12,S,LM,SN,M,2,2,4.0
448,Populus hybrids,Hybrid poplar,Tree,50.0,2-10,F,LMH,SN,DM,3,3,4.0
449,Potentilla palustris,Marsh Cinquefoil,Perennial,0.5,3-7,,LMH,SN,We,1,1,1.0
450,Prosopis cineraria,"Jandi, Ghaf",Tree,6.5,10-12,M,LMH,N,DM,3,2,3.0
451,Prosopis juliflora,"Mesquite, Honey Mesquite",Tree,10.0,7-12,F,LM,N,DM,3,2,4.0
452,Prostanthera rotundifolia,Mint Bush,Shrub,4.5,8-11,,LMH,N,M,0,2,2.0
453,Prumnopitys ferruginea,Miro,Tree,25.0,8-11,S,LMH,SN,M,2,0,3.0
454,Prumnopitys taxifolia,Matai,Tree,25.0,8-11,S,LMH,SN,M,2,0,3.0
455,Prunus armeniaca mandschurica,Manchurian apricot,Tree,6.0,3-9,M,LM,SN,M,4,3,3.0
456,Prunus cerasus austera,Morello Cherry,Tree,9.0,3-7,,LMH,SN,M,3,1,3.0
457,Prunus cerasus marasca,Maraschino Cherry,Tree,8.0,3-7,,LMH,SN,M,3,1,3.0
458,Prunus fruticosa,"Mongolian Cherry, European dwarf cherry",Shrub,1.0,4-8,,LMH,N,DM,3,1,1.0
459,Prunus mahaleb,Mahaleb Cherry,Tree,9.0,4-8,,LMH,SN,M,3,1,2.0
460,Prunus mandshurica,Manchurian Apricot,Tree,15.0,0-0,,LMH,SN,M,3,2,3.0
461,Prunus maximowiczii,"Miyama Cherry, Korean cherry",Tree,7.5,4-8,,LMH,SN,M,2,1,2.0
462,Prunus mexicana,Mexican Plum,Tree,12.0,5-9,,LMH,SN,M,2,1,2.0
463,Prunus prostrata,Mountain Cherry,Shrub,1.0,-,,LMH,N,M,2,1,1.0
464,Pseudosasa japonica,Metake - Bamboo,Bamboo,4.5,5-9,,LMH,FSN,MWe,2,1,3.0
465,Ptychopetalum olacoides,"Muira Puama, marapuama",Tree,5.0,10-12,M,LMH,N,M,0,4,0.0
466,Ptychopetalum uncinatum,Muira Puama,Tree,5.0,10-12,M,LMH,N,M,0,4,0.0
467,Pueraria montana chinensis,Mealy Kudzu,Perennial Climber,2.0,-,,LMH,N,M,0,3,
468,Pycnanthemum flexuosum,"Mountain Mint, Appalachian mountainmint",Perennial,1.0,4-8,,LMH,SN,M,1,2,
469,Pycnanthemum pilosum,"Mountain Mint, Whorled mountainmint",Perennial,1.5,4-8,,LMH,SN,DM,2,0,
470,Pycnanthus angolensis,African Nutmeg,Tree,30.0,10-12,M,LMH,N,M,2,3,4.0
471,Quararibea cordata,"South American Sapote, Chupa Chupa, Matisia",Tree,20.0,10-12,F,MH,N,M,4,3,3.0
472,Quercus mongolica,Mongolian oak,Tree,30.0,5-8,M,MH,SN,M,2,2,3.0
473,Quercus oblongifolia,Mexican Blue Oak,Shrub,8.0,6-9,,MH,SN,M,3,2,2.0
474,Ranunculus acris,"Meadow Buttercup, Tall buttercup, Showy buttercup",Perennial,1.0,0-0,,LMH,SN,MWe,1,2,0.0
475,Ranunculus japonicus,Mao Gen,Perennial,0.1,-,,LMH,SN,M,1,1,
476,Raphia farinifera,Raffia Palm,Tree,25.0,9-12,F,LMH,N,MWe,3,0,4.0
477,Raphia vinifera,Wine Raffia Palm. Wine Palm,Tree,6.0,10-12,M,LMH,N,M,3,0,3.0
478,Reseda odorata,"Mignonette, Garden mignonette",Annual/Perennial,0.5,0-0,,LMH,SN,M,0,1,2.0
479,Rhagodia parabolica,Mealy Saltbush,Shrub,3.0,8-11,,LMH,N,M,1,0,
480,Ribes missouriense,Missouri Gooseberry,Shrub,2.0,4-8,,LMH,SN,M,3,0,0.0
481,Ribes multiflorum,Manyflower currant,Shrub,2.0,5-9,,LMH,SN,M,2,0,
482,Ribes setosum,Missouri Gooseberry,Shrub,1.0,-,,LMH,SN,M,2,0,
483,Ricinodendron heudelotii,"Manketti nut, Zambezi almond, African oil-nut-tree",Tree,40.0,10-12,F,LM,N,M,3,3,4.0
484,Rosa gigantea,Manipur Wild-Tea Rose,Shrub,15.0,8-11,,LMH,SN,M,3,1,
485,Rosa manca,Mancos rose,Shrub,0.0,0-0,,LMH,SN,M,2,1,
486,Rosa moschata,Musk Rose,Shrub,10.0,5-9,F,LMH,SN,M,2,1,2.0
487,Rosa wichuraiana,Memorial Rosa,Shrub,5.0,5-8,F,LMH,SN,M,2,1,3.0
488,Rubia tinctorum,"Madder, Dyer's madder",Perennial,1.0,5-9,M,LM,SN,DM,0,2,3.0
489,Rubus adenotrichus,Mora Comun,Shrub,2.0,-,,LMH,SN,M,2,0,1.0
490,Rubus almus,"Mayes Dewberry, Garden dewberry",Shrub,2.0,7-10,,LMH,SN,M,3,0,1.0
491,Rubus glaucus,"Mora De Castilla, Andes berry",Shrub,3.0,10-12,,LMH,SN,M,4,0,2.0
492,Rubus michiganensis,Michigan dewberry,Shrub,2.0,0-0,,LM,SN,DM,3,0,1.0
493,Rubus roseus,Mora Silvestre,Shrub,2.0,0-0,,LMH,SN,M,3,0,1.0
494,Rubus rosifolius,Mauritius Raspberry,Shrub,2.0,0-0,,LMH,SN,M,2,1,1.0
495,Rumex arifolius,Maiden Sorrel,Perennial,1.2,-,,LMH,SN,M,1,0,1.0
496,Rumex mexicanus,Mexican Dock,Perennial,1.0,-,,LMH,SN,M,1,2,1.0
497,Rungia klossii,Mushroom Plant,Perennial,0.6,9-11,M,LMH,SN,DM,4,0,2.0
498,Ruta montana,Mountain Rue,Shrub,0.3,6-9,,LMH,SN,DM,1,0,2.0
499,Sabal mexicana,"Mexican Palmetto, Rio Grande palmetto, Texas Palmetto",Tree,10.0,8-11,S,LMH,N,M,2,0,3.0
500,Salix eriocephala,"Missouri Willow, Missouri River willow",Shrub,4.0,5-9,,LMH,N,MWe,0,2,3.0
501,Salvia hispanica,"Mexican Chia, Chia",Annual,1.0,8-11,,LM,N,DM,3,0,
502,Salvia leucantha,Mexican Bush Sage,Shrub,1.2,8-10,F,LMH,N,M,0,1,3.0
503,Salvia pratensis,"Meadow Clary, Introduced sage",Perennial,1.0,3-7,,LM,N,DM,1,0,0.0
504,Salvia reflexa,"Mintweed, Lanceleaf sage",Annual,0.8,0-0,,LM,N,DM,1,0,0.0
505,Sambucus mexicana,Mexican Elder,Shrub,1.0,3-9,,LMH,SN,M,2,1,2.0
506,Sanguisorba menziesii,Menzies' burnet,Perennial,1.2,-,,LMH,SN,MWe,1,1,
507,Sanicula marylandica,Maryland Sanicle,Perennial,1.2,-,,LMH,SN,M,0,2,
508,Sansevieria trifasciata,"Mother-in-Law's Tongue, Snake plant",Perennial,0.8,10-12,M,LMH,SN,DM,0,2,3.0
509,Santalum paniculatum,"Mountain Sandalwood, Hawaiian Sandalwood, 'Iliahi",Tree,7.5,10-11,S,LM,SN,D,1,2,4.0
510,Sasa nipponica,Miyako-Zasa,Bamboo,0.8,6-9,,LMH,S,M,4,0,
511,Saxifraga micranthidifolia,"Mountain Lettuce, Lettuceleaf saxifrage",Perennial,1.0,0-0,,LMH,SN,M,3,0,
512,Saxifraga pensylvanica,"Swamp Saxifrage, Eastern swamp saxifrage",Perennial,0.5,0-0,,LMH,SN,MWe,1,1,
513,Schinziophyton rautanenii,Mongongo Nut. Manketti Tree,Tree,12.0,10-12,M,LM,N,DM,3,2,3.0
514,Schisandra chinensis,"Magnolia Vine, Wu Wei Zi",Climber,9.0,4-8,M,LMH,FS,M,4,5,2.0
515,Schleichera oleosa,"Malay Lac Tree. Lac tree, Ceylon oak",Tree,30.0,10-12,S,LMH,SN,DM,3,2,3.0
516,Schoenoplectus californicus tatora,Totora,Perennial,2.0,6-10,F,LMH,SN,MWeWa,2,0,4.0
517,Sclerocarya birrea,Marula,Tree,13.0,10-12,F,LMH,N,DM,3,3,2.0
518,Secale strictum,Mountain Rye,Perennial,1.2,3-7,,LMH,N,M,5,0,
519,Semecarpus anacardium,Marking Nut Tree. Oriental Cashew,Tree,25.0,10-12,M,LMH,N,DM,2,3,3.0
520,Senecio sylvaticus,"Mountain Groundsel, Woodland ragwort",Annual,0.6,5-9,,LMH,N,DM,0,1,
521,Senna auriculata,Matara Tea. Tanner's cassia,Tree,5.0,10-12,F,LMH,N,DMWe,2,3,2.0
522,Seseli libanotis,mooncarrot,Biennial/Perennial,0.6,4-8,,LMH,N,DM,1,1,
523,Shorea polysperma,Dark-red Philippine-mahogany,Tree,25.0,10-12,F,LMH,N,M,0,0,4.0
524,Sida rhombifolia,Broom Jute. Common Sida. Arrow-leaf Sida,Shrub,1.0,10-12,F,LM,N,M,2,3,3.0
525,Silene acaulis,Moss Campion,Perennial,0.1,-,,LM,N,M,1,1,3.0
526,Silybum marianum,"Milk Thistle, Blessed milkthistle",Biennial,1.2,6-9,F,LMH,N,DM,3,5,2.0
527,Smilacina japonica,,Perennial,0.6,-,,LMH,FS,M,1,0,
528,Smilacina stellata,Star-Flowered Lily Of The Valley,Perennial,0.6,3-7,,LMH,FS,M,4,2,2.0
529,Smilax aristolochiifolia,Mexican Sarsaparilla,Perennial Climber,5.0,10-12,F,LMH,SN,M,2,4,0.0
530,Solanum aethiopicum,"Mock Tomato, Ethiopian nightshade",Shrub,2.5,10-12,,LMH,N,M,3,2,2.0
531,Solanum linearifolium,Mountain Kangaroo Apple,Shrub,0.0,-,,LMH,N,M,2,0,
532,Sophora secundiflora,"Mescal Bean, Texas Mountain Laurel",Tree,10.0,7-10,S,LMH,N,DM,0,1,3.0
533,Sorbus alnifolia,Korean Mountain Ash,Tree,15.0,4-7,F,LMH,SN,M,1,0,2.0
534,Sorbus aucuparia,"Mountain Ash, European mountain ash",Tree,15.0,3-6,M,LMH,SN,M,2,2,3.0
535,Spondias mombin,"Yellow Mombin, Hog Plum, Caja Fruit, Taperebá",Tree,20.0,10-12,F,MH,N,DM,4,2,2.0
536,Sporobolus asperifolius,,Perennial,0.3,-,,LM,N,D,1,0,
537,Sporobolus flexuosus,Mesa Dropseed,Perennial,0.0,-,,LM,N,DM,1,0,
538,Stachys palustris,"Marsh Woundwort, Marsh hedgenettle",Perennial,1.0,4-8,,LMH,SN,MWe,3,2,1.0
539,Stipa tenacissima,"Esparto Grass, Esparto",Perennial,1.0,7-10,,LMH,N,DM,0,0,2.0
540,Swietenia mahagoni,"Mahogany, West Indies Mahogany",Tree,25.0,10-12,F,MH,N,M,0,2,5.0
541,Syncarpia glomulifera,Turpentine Tree,Tree,30.0,-,,LMH,SN,M,0,0,3.0
542,Synsepalum dulciferum,Miracle Berry,Shrub,4.0,10-12,F,LMH,N,MWe,4,0,2.0
543,Tagetes lucida,"Mexican Tarragon, Sweetscented marigold",Perennial,0.8,8-11,,LMH,N,DM,4,3,3.0
544,Tagetes minuta,Muster-John-Henry,Annual,1.2,8-11,,LMH,N,DM,2,2,3.0
545,Tamarix gallica,"Manna Plant, French tamarisk",Shrub,4.0,4-8,M,LMH,N,DM,1,2,3.0
546,Tephroseris palustris,Marsh Fleawort,Annual/Biennial,0.6,4-8,,LM,SN,MWe,1,0,
547,Terminalia bellirica,Beleric Myrobalan,Tree,35.0,10-12,M,LMH,N,DM,2,3,3.0
548,Terminalia ferdinandiana,Billy Goat Plum,Tree,10.0,9-12,M,LM,N,M,4,2,0.0
549,Thalictrum polycarpum,Meadowrue,Perennial,1.8,-,,LMH,SN,M,0,1,1.0
550,Thaspium barbinode,"Meadowparsnip, Meadow-parsnip",Perennial,1.2,4-9,M,LMH,SN,M,0,0,2.0
551,Thelypteris palustris,"Marsh Fern, Eastern marsh fern",Fern,0.8,4-8,F,LMH,SN,MWe,1,1,
552,Thymus mastichina,Mastic Thyme,Shrub,0.3,6-9,,LM,N,DM,2,2,2.0
553,Thymus praecox,"Mother of thyme, Creeping thyme, Woolly Thyme",Shrub,0.1,5-8,M,LM,N,DM,2,2,3.0
554,Thyrsostachys siamensis,Monastery Bamboo,Bamboo,10.0,9-12,F,LMH,N,M,4,0,4.0
555,Tilia mongolica,Mongolian Lime,Tree,15.0,3-6,M,LMH,SN,M,3,1,1.0
556,Tinospora cordifolia,Kanda Amrta,Climber,15.0,10-12,F,LMH,N,DM,2,4,2.0
557,Tinospora crispa,"Patawali, Akar Patawali",Climber,10.0,10-12,F,LMH,N,DM,0,4,0.0
558,Tithonia diversifolia,Mexican Sunflower,Perennial,3.0,10-12,F,LMH,N,DM,0,3,3.0
559,Toona ciliata,"Mountain Cedar, Australian Red Cedar, Toona",Tree,30.0,9-12,F,MH,FSN,MWe,2,2,4.0
560,Triglochin palustris,Marsh Arrow Grass,Perennial,0.5,4-8,,LMH,N,WeWa,2,0,
561,Triticum aestivum macha,Makha Wheat,Annual,0.0,-,,LMH,N,M,2,0,3.0
562,Tropaeolum tuberosum,"Mashua, Anu",Perennial Climber,2.0,7-10,M,LM,N,M,4,2,2.0
563,Tsuga mertensiana,Mountain Hemlock,Tree,45.0,5-7,M,LMH,FSN,M,1,2,3.0
564,Tylosema esculentum,Marama Bean,Perennial,1.0,10-12,F,LM,N,DM,4,0,2.0
565,Vaccinium membranaceum,"Mountain Huckleberry, Thinleaf huckleberry",Shrub,1.0,5-9,,LM,SN,M,3,1,0.0
566,Vaccinium mortinia,Mortiño,Shrub,2.0,8-11,,LM,SN,M,2,0,
567,Vaccinium padifolium,Madeiran Whortleberry,Shrub,2.5,8-11,,LM,SN,M,2,0,
568,Valeriana dioica,"Marsh Valerian, Woods valerian",Perennial,0.3,0-0,,LMH,N,MWe,1,1,
569,Valeriana uliginosa,Mountain Valerian,Perennial,1.0,-,,LMH,N,MWe,0,2,
570,Verbascum blattaria,Moth Mullein,Biennial/Perennial,1.0,5-9,,LMH,N,DM,0,0,2.0
571,Verbascum densiflorum,Mullein,Biennial,1.2,4-8,,LMH,N,DM,0,2,2.0
572,Veronica scutellata,"Marsh Speedwell, Skullcap speedwell",Perennial,0.1,5-9,,LMH,N,WeWa,1,0,
573,Viburnum edule,"Mooseberry, Squashberry",Shrub,2.5,4-8,,LMH,SN,M,3,1,3.0
574,Vigna radiata,"Mung Bean, Thai Mung Bean",Annual,0.8,10-12,F,LMH,SN,DM,4,2,2.0
575,Viola cucullata,Marsh Blue Violet,Perennial,0.2,3-8,,LMH,SN,MWe,3,1,3.0
576,Viola mandshurica,Manchurian Violet,Perennial,0.2,7-10,,LMH,SN,M,3,0,
577,Virola sebifera,"Virola Nut. Red Ucuba. Pintri,",Tree,25.0,10-12,M,LMH,N,M,0,2,3.0
578,Viscum album,"Mistletoe, European mistletoe",Shrub,1.0,6-9,,LMH,SN,M,1,3,0.0
579,Vitis mustangensis,Mustang Grape,Climber,10.0,4-8,,LMH,SN,DM,3,0,1.0
580,Vitis rotundifolia,"Muscadine Grape, Muscadine, Southern Fox Grape, Scuppernong, Muscadine Grape",Climber,25.0,5-9,F,LMH,SN,DM,4,0,1.0
581,Wisteria japonica,,Climber,0.0,7-10,,LMH,N,M,1,0,
582,Wyethia amplexicaulis,"Mulesears Wyethia, Mule-ears",Perennial,0.8,4-8,,LM,N,M,3,1,
583,Xanthostemon verdugonianus,Mangkono,Tree,30.0,10-12,S,LMH,N,M,0,0,4.0
